begintime,managedelement,eutrancellfdd,CSFB Preparation Success Rate,Inter- Frequency HO Out Success Rate,Intra- Frequency HO Out Success Rate,Downlink Traffic Volume,Uplink Traffic Volume,EUtran Cell Availability,ERAB_Drop_%,ERAB_Drop_Enb%,ERAB_Drop_MME%,S1 Signalling Establishment Success Rate,E-RAB Establishment Success Rate,Cell Downlink Average Throughput (mbit/s),Cell Uplink Average Throughput (mbit/s),RACH Success Rate,InterRat HO Out Success Rate (LTE to WCDMA),RAN Data Retainability,MCS,CQI,DL Data PDCP Packet Loss Rate,UL Data PDCP Packet Loss Rate,LATENCY,Data Calls to GSM/WCDMA Rate,VOLTE Retainability,VOLTE DL Data PDCP Packet Loss Rate,VOLTE UL Data PDCP Packet Loss Rate,VOLTE QCI1 E-RAB Establishment Success Rate,SRVCC SR-2G,SRVCC SR-3G,VOLTE Drop Rate,VOLTE Drop,Volte E-RAB Att,VOLTE Avg Users,Volte ERAB Att,EARLANG Traffic,VOLTE QCI5 E-RAB Establishment Success Rate,RE-EST SR (All QCI),RE-EST SR (QCI-1),RE-EST ATT (QCI-1),RE-EST ATT (All QCI),INTRA FREQ HO PREP#,INTER FREQ HO PREP#,INTRA FREQ HO PREP SR,INTER FREQ HO PREP SR,RRC REJECT#,DLPDCP Average User Throughput,ULPDCP Average User Throughput,PRB Utilization_DL,PRB Utilization_UL,UL_RSSI_WEIGHT_DBM_PUCCH,UL_RSSI_WEIGHT_DBM_PUSCH,BLER_UL,Maximum Connected User Number,Maximum DL Traffic Volume (kbit/s),Avg User,S1 based HO Success Rate,BLER_DL,Maximum UL Traffic Volume (kbit/s),RRC Setup Attempt,MIMO Transmission Rank 2 Rate,X2 based HO Success Rate,RRC Setup Success Rate Bin
2020-08-29,SILTEL,SILTE34L,100.0,96.486,100.0,1247.7430419921875,97.82275390625,100.0,0.0,0.0,0.0,100.0,99.76,914204.68,382385.02,97.07734945830184,100.0,0.0,15.051,11.621,0.01,0.004,84.859,3.3113,100.0,0.155,0.031,100.0,,,0.0,0,16,0.010416666666666666,16,0.534,99.61,92.3076923076923,,0,26,0,11,100.0,96.48562300319489,0,31062.43,3355.54,0.9430292277292937,4.693939004022488,-114.712312,-115.267897,0.105,7,51212,0.7073379629629629,100.0,0.169,16934,3172,35.679,100.0,0
2020-08-29,INBASVL,INBASVL51,,,92.857,23.19873046875,1.3206787109375,100.0,3.593,0.0,3.593,100.0,100.0,194058.48,450188.51,17.094017094017094,,3.593,23.311,11.032,0.132,0.077,3699.23,0.0,100.0,0.471,0.132,100.0,,,0.0,0,2,0.0,2,0.053,100.0,100.0,,0,1,0,0,100.0,,0,30001.25,463.92,0.6269349305555556,5.206047916666667,-111.175533,-110.557615,0.273,1,34017,0.019837962962962963,92.8571,0.271,818,35,,,0
2020-08-29,INBASL,INBASGL84,100.0,100.0,100.0,2127.048095703125,144.961181640625,100.0,0.0,0.0,0.0,99.961,99.95,876193.78,343269.64,80.80254041570439,100.0,0.0,24.442,14.201,0.028,0.055,30.281,0.0701,100.0,0.319,0.367,100.0,,,0.0,0,95,0.052083333333333336,95,1.6,99.92,,,0,0,0,0,100.0,100.0,0,48676.69,3125.66,0.7202742708333333,4.778138275462963,-111.027275,-113.175474,0.064,7,74340,1.9945601851851853,100.0,0.118,9304,2587,,,1
2020-08-29,ASELYL,ASELY52L,99.474,100.0,94.828,9450.143310546875,491.5513916015625,100.0,0.722,0.545,0.179,100.0,99.91,2370421.42,659120.54,90.29544120524359,100.0,0.722,24.69,14.09,0.004,0.009,7.198,0.1074,97.3,0.186,0.141,100.0,,,2.7027,2,70,0.03125,70,1.384,100.0,83.95522388059702,,0,268,1,0,98.27586206896552,100.0,0,52313.77,6923.33,2.032588101851852,4.988412916666666,-113.439033,-113.868294,0.074,15,90130,2.667847222222222,95.8333,0.069,33314,8545,,,0
2020-08-29,SILOSL,SILOS31L,100.0,61.957,97.374,12357.939819335938,1809.0120849609375,100.0,0.311,0.251,0.061,99.92,99.52,729160.19,215765.13,88.41178354146653,98.743,0.311,13.548,11.587,0.004,0.018,16.74,22.5618,99.38,0.19,0.47,100.0,,100.0,0.6173,1,157,0.03125,157,1.923,99.7,66.66666666666667,50.0,2,264,36,33,97.89964994165695,64.1304347826087,0,9931.54,1035.4,10.657544762867929,11.576348554158779,-112.810119,-118.154931,0.13,22,132791,6.495798611111111,80.0,0.169,18147,24179,58.903,99.5932,0
2020-08-29,SILOSL,SILOS14L,100.0,99.666,100.0,12574.261474609375,1597.5802001953125,100.0,0.049,0.033,0.016,99.863,99.97,1629132.64,511051.13,95.11926605504587,100.0,0.049,20.11,12.314,0.004,0.012,2.231,1.0845,100.0,0.232,0.217,100.0,,100.0,0.0,0,143,0.07291666666666667,143,1.919,100.0,93.93939393939394,,0,33,0,2,100.0,99.66555183946488,0,46944.78,6808.55,2.302503338662654,5.648746226370733,-114.902535,-115.305814,0.054,18,131133,3.7014930555555554,,0.13,36703,12389,75.445,100.0,0
2020-08-29,ULAKBL,ULAKB72L,100.0,,100.0,140.113037109375,12.5579833984375,100.0,0.0,0.0,0.0,100.0,100.0,389073.66,161110.56,70.98765432098766,,0.0,26.425,14.831,0.001,0.005,67.733,0.7776,100.0,0.005,0.017,100.0,,,0.0,0,10,0.010416666666666666,10,0.418,100.0,75.0,,0,4,0,0,100.0,,0,50878.34,690.02,0.3641646643518519,4.629917835648148,-118.273391,-117.532806,0.009,4,32760,1.071736111111111,100.0,0.038,595,417,,,0
2020-08-29,INBASVL,INBASVL44,100.0,100.0,100.0,783.9583740234375,67.8494873046875,100.0,0.0,0.0,0.0,100.0,99.83,878411.6,631789.15,98.63325740318906,100.0,0.0,25.481,14.167,0.0,0.007,883.741,0.2398,100.0,0.008,0.138,100.0,,,0.0,0,26,0.0,26,0.197,99.78,50.0,,0,2,0,0,100.0,100.0,0,54723.62,5663.88,0.4439780902777778,4.668134652777778,-112.294924,-113.708888,0.063,3,99393,0.4000115740740741,100.0,0.098,8582,829,,,1
2020-08-29,SOBTKL,SOBTKJ2L,100.0,,100.0,96.655029296875,4.7139892578125,100.0,0.0,0.0,0.0,100.0,100.0,375299.17,188107.92,89.47368421052632,,0.0,25.407,14.082,0.016,0.077,156.587,0.0,100.0,0.497,1.047,100.0,,,0.0,0,1,0.0,1,0.029,100.0,0.0,,0,1,0,0,100.0,,0,48970.38,5339.9,0.4420938506042085,4.615490586945365,-113.554427,-114.325596,0.005,4,33460,1.1021180555555556,100.0,0.08,1068,577,,,0
2020-08-29,SOBTKL,SOBTKD2L,100.0,,99.099,45.8873291015625,3.3489990234375,100.0,0.597,0.0,0.597,100.0,100.0,347274.3,193841.48,94.23631123919309,,0.597,21.138,12.839,0.008,0.153,3191.017,0.0,100.0,0.152,1.335,100.0,,,0.0,0,7,0.0,7,0.023,100.0,,,0,0,0,0,100.0,,0,42020.57,26613.16,0.4291352952840863,4.60286816904037,-113.346928,-114.593457,0.05,3,19183,0.05361111111111111,83.3333,0.171,2617,213,73.415,,1
2020-08-29,SOBTKL,SOBTKF2L,100.0,,98.684,516.9263916015625,23.5570068359375,100.0,0.0,0.0,0.0,100.0,100.0,638345.91,457723.76,83.83145516903478,,0.0,20.869,12.072,0.009,0.011,104.43,0.0,100.0,0.547,0.329,100.0,,,0.0,0,5,0.0,5,0.056,100.0,,,0,0,0,0,100.0,,0,38343.23,16151.74,0.5494298795068295,4.621360033126874,-112.784379,-112.453203,0.057,5,68113,0.3073726851851852,93.75,0.175,3657,1573,,,1
2020-08-29,INBASVL,INBASVL42,,100.0,100.0,1.3880615234375,0.15087890625,100.0,0.0,0.0,0.0,100.0,100.0,577625.23,55619.62,45.205479452054796,,0.0,19.091,12.113,0.0,0.0,13424.264,0.0,,0.0,,100.0,,,,0,1,0.0,1,0.0,100.0,,,0,0,0,0,100.0,100.0,0,4185.62,18048.42,0.3547242361111111,4.600471921296296,-114.386675,-115.209369,0.228,1,4999,0.004131944444444444,100.0,0.155,322,14,,,1
2020-08-29,SILOSL,SILOS32L,100.0,100.0,99.465,1169.8681640625,157.060791015625,100.0,0.042,0.0,0.042,99.931,99.57,949279.25,666848.5,91.61048689138576,96.386,0.042,16.235,11.895,0.001,0.004,7.26,8.3985,100.0,0.005,0.026,100.0,,,0.0,0,59,0.03125,59,1.094,99.76,64.28571428571429,,0,14,1,0,99.73262032085562,100.0,0,34233.41,6503.52,10.02723042910733,4.740366311135153,-113.440781,-113.434288,0.086,11,80831,0.9665856481481482,,0.568,32498,4391,66.731,100.0,0
2020-08-29,INBASVL,INBASVL61,100.0,100.0,99.0,40.5364990234375,9.79443359375,100.0,8.451,0.0,8.451,100.0,98.16,227318.01,250963.35,59.624413145539904,100.0,8.451,12.222,9.859,0.224,0.289,8802.929,0.8403,83.33,1.415,1.515,100.0,,,16.6667,1,2,0.0,2,0.068,97.5,80.0,,0,5,0,0,100.0,100.0,0,5027.01,964.72,0.675123587962963,5.2236098148148145,-111.531304,-111.972361,0.121,2,12956,0.040370370370370376,98.2143,0.229,1343,94,,,1
2020-08-29,SILTEL,SILTE22L,100.0,98.371,99.816,9265.489379882812,625.7828369140625,100.0,0.323,0.037,0.286,99.981,99.85,1537018.22,442900.31,96.24405445300968,97.895,0.323,17.581,11.68,0.003,0.003,3.417,4.1181,100.0,0.082,0.03,100.0,,,0.0,0,149,0.041666666666666664,149,2.159,99.94,90.60402684563758,100.0,1,149,0,6,100.0,98.77800407331975,0,31950.77,4351.3,12.345876384284404,5.175438327337707,-117.896331,-118.347448,0.062,12,89014,2.847592592592593,76.9231,0.219,31919,10591,66.418,100.0,0
2020-08-29,SOBTKL,SOBTKK2L,100.0,,100.0,39.8863525390625,1.8553466796875,100.0,0.0,0.0,0.0,100.0,100.0,255351.48,148490.66,100.0,,0.0,19.175,12.339,0.021,0.005,425.067,0.0,100.0,0.251,0.037,,,,0.0,0,0,0.0,0,0.024,100.0,,,0,0,0,0,100.0,,0,68768.3,149.05,0.4271965310502496,4.599941573741427,-114.27012,-113.777489,0.03,3,50620,0.030150462962962966,,0.207,772,139,77.368,,1
2020-08-29,SILTEL,SILTE12L,100.0,97.683,97.808,15385.354614257812,2772.17333984375,100.0,0.149,0.017,0.132,99.986,91.92,1466371.27,667237.77,97.22703639514731,97.552,0.149,15.344,11.693,0.002,0.017,4.215,4.7555,100.0,0.073,0.348,100.0,,,0.0,0,161,0.09375,161,3.193,99.89,85.71428571428571,,0,154,16,28,97.8082191780822,98.24671258609894,0,28488.74,14590.51,12.600652093176315,6.025437286980232,-117.404114,-118.316697,0.087,15,109304,4.106574074074074,69.2308,0.178,42905,14384,69.723,100.0,0
2020-08-29,INBASVL,INBASVL62,,100.0,90.625,5.4688720703125,0.9007568359375,100.0,7.143,0.0,7.143,100.0,100.0,432210.95,169166.46,31.54121863799283,,7.143,22.922,12.433,0.046,0.089,3420.076,0.0,100.0,0.422,1.22,100.0,,,0.0,0,4,0.0,4,0.007,100.0,100.0,,0,2,0,0,100.0,100.0,0,8632.91,2853.33,0.349460162037037,4.602455462962963,-114.111883,-113.218218,0.303,2,10973,0.012013888888888888,78.5714,0.132,633,25,,,1
2020-08-29,ASELYL,ASELY22L,100.0,,92.0,2354.1324462890625,139.139404296875,100.0,0.541,0.141,0.4,100.0,99.92,997351.81,298982.2,92.09401709401709,100.0,0.541,25.588,14.544,0.008,0.019,7.024,0.2017,90.63,0.335,0.318,96.88,,,9.375,3,32,0.010416666666666666,32,0.439,100.0,81.81818181818181,100.0,1,11,0,0,100.0,,0,63724.77,6363.94,0.7569333449074074,4.743260798611111,-113.602242,-112.998186,0.051,9,56833,2.8660532407407406,66.6667,0.082,37431,2853,,,0
2020-08-29,INBASVL,INBASVL54,100.0,100.0,100.0,1464.9310302734375,90.9329833984375,100.0,0.032,0.0,0.032,100.0,100.0,1176716.16,712629.99,96.5,,0.032,26.765,14.806,0.0,0.002,140.942,0.0,100.0,0.03,0.135,100.0,,,0.0,0,17,0.0,17,0.086,100.0,100.0,,0,1,0,0,100.0,100.0,0,65808.2,4043.56,0.5079102777777778,4.692407407407408,-112.335854,-113.24056,0.091,5,81298,0.5445833333333333,100.0,0.065,7850,1481,,,0
2020-08-29,SOBTKL,SOBTKE2L,100.0,,99.123,1345.04150390625,60.732177734375,100.0,0.0,0.0,0.0,100.0,100.05,783125.71,290551.54,99.03381642512078,,0.0,24.351,13.808,0.004,0.027,433.553,0.0,100.0,0.106,0.361,100.0,,,0.0,0,28,0.010416666666666666,28,0.342,100.0,0.0,,0,1,0,0,100.0,,0,53784.68,3267.64,0.6648419474869067,4.641996535675544,-111.627758,-113.641411,0.039,4,67862,0.2783564814814815,100.0,0.108,2960,916,,,1
2020-08-29,SILOSL,SILOS11L,100.0,29.436,85.891,36917.703369140625,3240.0157470703125,100.0,1.796,0.179,1.622,99.915,99.42,1112140.15,239925.27,68.6876896402254,97.689,1.796,14.599,12.394,0.003,0.041,4.379,16.134,99.12,0.144,0.849,100.0,,100.0,0.8772,3,284,0.22916666666666666,284,6.275,99.6,61.7816091954023,,0,348,71,496,87.47795414462081,31.774415405777166,0,8575.23,1039.7,30.475112926737516,15.450327000846421,-112.777736,-118.223524,0.128,27,151190,9.922939814814816,88.7755,0.18,18374,34653,61.387,98.7261,0
2020-08-29,INBASVL,INBASVL41,100.0,,100.0,8.557373046875,4.88720703125,100.0,3.333,0.0,3.333,100.0,100.0,134392.51,146355.16,57.30337078651685,,3.333,23.795,12.764,0.211,0.266,10899.47,0.0,100.0,0.865,0.822,,,,0.0,0,0,0.0,0,0.036,100.0,100.0,,0,1,0,0,100.0,,0,14398.65,6534.11,0.628212962962963,5.206940138888889,-111.964366,-113.036035,0.102,2,12532,0.017222222222222222,100.0,0.191,2079,53,,,1
2020-08-29,INBASL,INBASGL72,100.0,100.0,100.0,42.412353515625,7.8814697265625,100.0,0.0,0.0,0.0,100.0,100.0,405072.97,153102.95,84.55284552845528,100.0,0.0,23.983,13.857,0.0,0.0,2481.46,1.9608,100.0,0.0,0.0,,,,0.0,0,0,0.0,0,0.003,100.0,100.0,,0,1,0,0,100.0,100.0,0,100609.73,12092.49,0.3385721643518519,4.605009606481482,-116.564298,-116.65481,0.126,2,32385,0.0246875,100.0,0.11,705,49,,,1
2020-08-29,INBASVL,INBASVL52,,83.333,100.0,14.87744140625,1.64111328125,100.0,3.409,0.0,3.409,100.0,94.59,868262.18,127294.56,69.35483870967742,,3.409,25.979,14.421,0.0,0.008,112.606,0.0,100.0,0.0,0.019,100.0,,,0.0,0,1,0.0,1,0.045,100.0,0.0,,0,2,0,0,100.0,100.0,0,62594.81,3815.75,0.3549225925925926,4.602040509259259,-113.786514,-113.482066,0.158,1,32500,0.012118055555555556,100.0,0.083,1346,21,,,1
2020-08-29,SILOSL,SILOS24L,100.0,86.266,100.0,9196.1904296875,718.0858154296875,100.0,0.134,0.08,0.055,99.958,99.98,1372937.39,415296.36,99.76052001368457,100.0,0.134,17.791,12.972,0.0,0.002,2.475,0.232,100.0,0.004,0.019,100.0,,,0.0,0,186,0.15625,186,4.097,99.97,50.0,,0,8,0,32,100.0,86.26609442060087,0,44138.02,5914.49,2.19507490297542,5.205363095378102,-114.596033,-114.977018,0.027,16,93790,3.917847222222222,100.0,0.134,46601,14242,79.427,,0
2020-08-29,INBASL,INBASGL81,100.0,,96.154,77.637451171875,16.32763671875,100.0,0.0,0.0,0.0,100.0,98.06,218555.52,232118.28,84.75336322869956,,0.0,24.003,13.743,0.005,0.189,198.74,0.0,100.0,0.006,0.208,100.0,,,0.0,0,8,0.052083333333333336,8,1.341,100.0,40.0,,0,5,0,0,100.0,,0,61544.46,2202.23,0.6509635185185185,5.243607523148148,-108.262982,-109.963494,0.06,2,55690,0.08982638888888889,100.0,0.061,1610,127,,,0
2020-08-29,INBASL,INBASGL91,100.0,,96.552,94.314697265625,7.0780029296875,100.0,1.342,1.361,0.0,100.0,95.33,274147.27,148454.37,89.2156862745098,100.0,1.342,26.518,14.013,0.002,0.056,2879.762,9.0909,100.0,0.007,0.097,100.0,,,0.0,0,2,0.010416666666666666,2,0.287,92.31,66.66666666666667,,0,6,0,0,100.0,,0,32083.89,924.13,0.6600235416666667,5.221072245370371,-110.429823,-111.41514,0.039,2,35231,0.04083333333333333,,0.105,762,111,,,0
2020-08-29,INBASL,INBASGL74,100.0,93.023,100.0,587.2037353515625,62.544189453125,100.0,0.052,0.026,0.026,99.952,99.9,654485.24,808269.27,92.22408026755853,100.0,0.052,26.433,14.725,0.009,0.033,421.465,0.1801,100.0,0.082,0.165,100.0,,,0.0,0,55,0.010416666666666666,55,0.593,100.0,75.0,,0,4,0,0,100.0,100.0,0,66720.14,6221.13,0.3960043518518519,4.6626874884259255,-112.861778,-113.953643,0.075,7,72647,0.5434606481481481,100.0,0.083,9081,2076,,,0
2020-08-29,SOBTKL,SOBTKA2L,100.0,,100.0,2329.4827880859375,225.23193359375,100.0,0.054,0.027,0.027,100.0,99.35,1171720.95,351149.7,92.7248322147651,,0.054,25.138,14.302,0.002,0.029,22.762,0.0,100.0,0.098,0.844,100.0,,,0.0,0,22,0.0,22,0.277,100.0,41.666666666666664,,0,72,0,0,100.0,,0,52084.35,3643.74,0.8440602289696366,4.846813305242687,-113.577294,-113.386335,0.14,8,77707,0.9422453703703704,100.0,0.058,38397,2960,,,0
2020-08-29,INBASL,INBASGL71,100.0,,100.0,6.3018798828125,3.5467529296875,100.0,0.0,0.0,0.0,100.0,96.49,156144.23,375176.02,22.122762148337596,100.0,0.0,25.554,13.987,0.07,2.006,10415.109,5.3846,100.0,0.15,3.906,83.33,,,0.0,0,6,0.0,6,0.089,93.75,66.66666666666667,,0,6,0,0,100.0,,0,1756.1,363.76,0.6214396527777778,5.2333404861111115,-96.171831,-97.747736,0.343,3,2079,0.0445949074074074,100.0,0.303,858,126,,,1
2020-08-29,SILOSL,SILOS22L,100.0,84.047,90.741,5118.373046875,486.8233642578125,100.0,0.084,0.015,0.069,99.951,99.95,1054387.71,445498.65,86.38272345530893,94.186,0.084,15.718,11.799,0.001,0.011,3.932,1.6492,100.0,0.007,0.022,100.0,,100.0,0.0,0,96,0.0625,96,2.62,100.0,81.35593220338983,,0,59,5,36,90.74074074074075,85.99221789883268,0,18686.5,2732.67,13.332105115841468,4.980609678936846,-117.196483,-117.354557,0.044,14,71152,2.282650462962963,76.1905,0.215,14410,8199,71.539,,0
2020-08-29,SILTEL,SILTE32L,100.0,98.194,93.357,2809.2908935546875,948.32373046875,100.0,0.081,0.0,0.081,100.0,98.9,922998.93,466296.87,90.55079155672823,92.795,0.081,16.24,11.638,0.005,0.011,20.039,19.195,100.0,0.497,1.03,100.0,,100.0,0.0,0,33,0.0,33,0.201,99.53,77.98165137614679,100.0,1,109,15,12,94.75524475524476,98.64559819413093,0,36489.74,4571.07,1.9806347651196161,5.347804321234504,-118.793864,-119.254393,0.134,11,49663,1.7290162037037036,60.0,0.186,37484,4641,58.577,100.0,0
2020-08-29,SILTEL,SILTE31L,100.0,62.264,43.533,5319.6927490234375,604.07861328125,100.0,0.297,0.084,0.214,99.916,99.33,783144.57,259590.47,84.96201575992073,94.399,0.297,15.17,11.581,0.016,0.192,64.578,32.7607,97.96,0.424,2.224,98.97,,100.0,2.0408,2,97,0.03125,97,1.559,99.49,78.65748709122204,50.0,2,581,723,20,46.56319290465632,62.264150943396224,0,11480.73,1018.3,5.072210933640704,7.235121850815084,-113.410053,-118.675693,0.155,23,97411,4.621365740740741,75.3165,0.157,22734,14490,62.46,99.1935,0
2020-08-29,INBASL,INBASGL92,100.0,100.0,100.0,71.3721923828125,6.541015625,100.0,0.0,0.0,0.0,100.0,100.0,488342.24,243761.21,73.6318407960199,100.0,0.0,26.239,14.263,0.0,0.016,339.283,2.1898,100.0,0.0,0.025,100.0,,,0.0,0,6,0.0,6,0.19,100.0,100.0,,0,1,0,0,100.0,100.0,0,66888.65,988.22,0.361379537037037,4.610300856481482,-117.267464,-117.532163,0.065,2,99390,0.05094907407407407,,0.116,1827,101,,,0
2020-08-29,ASELYL,ASELY12L,100.0,100.0,98.958,8691.765258789062,600.2174072265625,100.0,0.65,0.308,0.344,99.991,99.82,1715464.28,423173.63,90.79316888045541,94.915,0.65,19.347,12.719,0.015,0.094,13.122,1.2578,96.44,0.294,0.836,100.0,,100.0,3.5556,8,201,0.14583333333333334,201,3.689,99.83,77.31958762886597,,0,97,0,0,100.0,100.0,0,27265.48,2775.3,3.101864074074074,5.310841678240741,-111.986764,-113.809992,0.084,29,82092,4.609780092592592,50.0,0.102,26288,10900,,,0
2020-08-29,SILOSL,SILOS21L,100.0,31.902,28.634,19276.684692382812,678.3885498046875,100.0,0.266,0.096,0.183,99.901,99.5,978276.2,287653.45,11.935973150030659,97.061,0.266,12.177,12.138,0.001,0.006,9.748,19.4214,100.0,0.052,0.144,99.42,,100.0,0.0,0,172,0.041666666666666664,172,1.793,99.75,72.06572769953051,,0,426,136,200,40.08810572687225,38.65030674846626,0,13482.7,1258.33,13.344515135834412,7.44014968834529,-114.64199,-117.759818,0.104,14,74995,4.081712962962963,71.4286,0.139,11028,16446,60.103,100.0,0
2020-08-29,ASELYL,ASELY42L,100.0,100.0,92.746,2785.5052490234375,165.2606201171875,100.0,0.518,0.174,0.345,100.0,99.92,808446.14,242186.46,91.96014828544949,100.0,0.518,20.3,13.33,0.009,0.027,6.95,0.3378,95.95,0.225,0.294,100.0,,,4.0541,3,64,0.0,64,0.926,99.88,60.0,,0,5,0,0,100.0,100.0,0,24872.86,4271.97,1.4124941782407407,4.8196434027777775,-111.590046,-111.656748,0.045,16,79278,3.1100925925925926,81.0811,0.106,15807,3689,,,0
2020-08-29,ASELYL,ASELY72L,100.0,66.304,82.787,24725.2978515625,1700.7813720703125,100.0,0.427,0.144,0.285,100.0,99.92,1498262.43,369727.34,95.32863849765258,99.2,0.427,25.01,14.29,0.011,0.025,2.28,0.6718,97.15,0.237,0.31,100.0,,100.0,2.8455,14,470,0.34375,470,8.709,99.99,82.05128205128206,66.66666666666667,3,78,14,0,88.52459016393442,100.0,0,45414.84,5273.12,5.2007128587962965,6.2101566087962965,-109.684126,-108.712688,0.038,42,95836,15.18582175925926,66.3717,0.047,38395,23453,,,0
2020-08-29,SILOSL,SILOS12L,100.0,99.586,100.0,8891.069580078125,980.4833984375,100.0,0.019,0.009,0.009,99.922,99.8,1292406.47,526302.91,95.06637168141593,99.277,0.019,19.996,12.209,0.002,0.007,4.611,9.8548,100.0,0.061,0.06,100.0,,100.0,0.0,0,120,0.041666666666666664,120,1.918,100.0,70.2127659574468,100.0,1,47,0,0,100.0,100.0,0,37805.19,6237.38,29.028493651838616,5.3807997507758865,-113.822591,-113.671842,0.08,13,154958,3.2494791666666667,50.0,0.713,38909,7678,70.881,100.0,0
2020-08-29,INBASL,INBASGL82,100.0,100.0,100.0,359.6265869140625,28.2110595703125,100.0,0.208,0.07,0.139,100.0,99.76,1325675.36,669484.06,89.31203931203932,,0.208,23.032,12.562,0.011,0.057,89.252,0.0,100.0,0.04,0.15,100.0,,,0.0,0,11,0.03125,11,1.089,99.75,66.66666666666667,,0,3,0,0,100.0,100.0,0,49083.68,1078.17,0.5676495023148148,4.641254201388889,-117.005875,-118.115669,0.041,5,50151,0.3509143518518519,,0.095,1737,594,,,0
2020-08-29,ASELYL,ASELY02L,100.0,,93.361,12645.089477539062,984.118896484375,100.0,0.396,0.17,0.228,100.0,99.91,1140407.8,281495.91,87.4143771170493,100.0,0.396,24.401,13.796,0.015,0.074,3.93,0.2346,95.0,0.349,0.852,99.62,,,5.0,14,264,0.20833333333333334,264,5.189,99.93,91.17647058823529,100.0,3,68,0,0,100.0,,0,32117.34,4630.49,3.683107361111111,5.474426446759259,-108.648505,-109.79223,0.039,25,89047,6.990034722222222,50.0,0.081,34393,10930,,,0
2020-08-28,SILOSL,SILOS14L,100.0,100.0,100.0,4156.5953369140625,225.87255859375,78.28819444444444,0.153,0.026,0.127,100.0,99.93,802431.2,302700.0,93.73151981076286,100.0,0.153,19.035,11.565,0.008,0.004,3.207,1.5976,100.0,0.337,0.066,97.06,,,0.0,0,34,0.03125,34,0.788,99.89,66.66666666666667,100.0,1,3,0,0,100.0,100.0,0,44897.3,2408.03,1.4229616737361692,4.970069452201609,-115.423146,-115.675567,0.055,11,71531,1.0602662037037038,,0.117,5948,2945,74.627,100.0,0
2020-08-28,SILOSL,SILOS21L,100.0,44.211,60.0,10493.951782226562,649.0972900390625,81.13425925925925,0.538,0.097,0.464,99.936,99.7,989232.13,240908.53,8.744430587395145,97.471,0.538,17.984,12.426,0.001,0.008,19.245,19.8425,100.0,0.024,0.063,99.21,,91.667,0.0,0,127,0.125,127,3.605,99.74,74.89711934156378,100.0,2,243,40,94,74.19354838709677,50.526315789473685,0,22507.29,1755.95,6.215878433715626,7.215291732851459,-114.676952,-118.466742,0.097,15,82935,3.497372685185185,74.4361,0.133,15795,15810,64.121,100.0,0
2020-08-28,INBASL,INBASGL94,100.0,100.0,99.802,1191.097900390625,203.9246826171875,100.0,0.015,0.0,0.015,99.906,99.94,743079.04,334505.09,94.67380224260958,100.0,0.015,24.46,14.16,0.007,0.106,57.341,0.1334,100.0,0.025,0.257,100.0,,,0.0,0,245,0.11458333333333333,245,3.629,99.94,100.0,,0,1,0,0,100.0,100.0,0,38751.16,3701.94,0.6275551041666667,4.794155069444445,-110.910947,-112.961201,0.077,8,51304,1.0731597222222222,87.5,0.136,21205,3201,,,0
2020-08-28,SILOSL,SILOS12L,100.0,98.857,100.0,4259.0302734375,212.1365966796875,78.28935185185185,0.281,0.0,0.281,99.975,99.73,1183093.85,328533.53,98.12356979405034,98.305,0.281,21.357,12.346,0.003,0.024,36.358,5.6791,100.0,0.095,0.268,100.0,,100.0,0.0,0,44,0.03125,44,1.068,99.76,60.0,,0,10,0,0,100.0,100.0,0,52677.37,4477.98,13.063120060377358,4.8794180528301885,-113.903321,-114.070981,0.049,9,85981,1.7400115740740743,,0.661,23898,3988,76.616,100.0,0
2020-08-28,SILOSL,SILOS24L,100.0,95.098,100.0,7159.476806640625,270.1524658203125,81.13888888888889,0.038,0.01,0.029,100.0,99.98,1335514.25,343751.03,99.72620389756804,100.0,0.038,18.0,13.335,0.0,0.002,2.215,0.3194,100.0,0.004,0.015,100.0,,,0.0,0,95,0.052083333333333336,95,1.905,99.97,80.0,,0,5,0,5,100.0,95.09803921568627,0,51356.21,4340.19,3.594826531802017,4.90389270098525,-115.225866,-115.621128,0.021,13,112057,2.2421296296296296,100.0,0.164,11393,6041,81.032,,1
2020-08-28,ASELYL,ASELY32L,100.0,94.737,97.167,38421.02600097656,3482.1302490234375,100.0,0.446,0.223,0.224,99.988,99.47,2019564.81,530565.96,92.25221377055644,98.512,0.446,25.43,14.24,0.007,0.069,3.428,2.7264,97.77,0.111,0.596,99.77,,100.0,2.2297,20,862,0.8645833333333334,862,20.049,99.89,83.57976653696498,33.333333333333336,3,1285,5,0,99.29178470254958,100.0,0,46914.3,9482.84,7.114753576388889,8.953615474537036,-106.569308,-109.497386,0.09,72,103382,18.79960648148148,92.5926,0.066,42622,52032,,,0
2020-08-28,ASELYL,ASELY22L,100.0,90.0,87.554,28480.832153320312,2147.09619140625,100.0,0.572,0.245,0.329,99.992,99.81,1500442.78,380065.45,90.7883740365865,100.0,0.572,25.344,14.353,0.01,0.058,3.269,0.0672,90.52,0.222,0.693,99.8,,100.0,9.4812,53,501,0.4583333333333333,501,9.86,99.84,86.80412371134021,85.71428571428571,7,485,0,0,100.0,100.0,0,48773.14,9029.46,5.4335269791666665,6.269397349537037,-109.305369,-110.590362,0.073,59,98981,14.715324074074074,46.9512,0.08,46865,36563,,,0
